date,day.of.week,car.count,weather,cloud.indicator
2011-09-25,Sunday,121,-1,cloudy
2011-09-26,Monday,92,-0.4,cloudy
2011-09-27,Tuesday,182,0.1,clear
2011-09-28,Wednesday,184,-0.8,clear
2011-09-29,Thursday,45,0,cloudy
2011-09-30,Friday,77,1.4,cloudy
2011-10-01,Saturday,153,-0.7,cloudy
2011-10-02,Sunday,180,0.8,clear
2011-10-03,Monday,153,0.7,clear
2011-10-04,Tuesday,9,-1.6,cloudy
2011-10-05,Wednesday,110,-0.2,cloudy
2011-10-06,Thursday,158,-0.5,clear
2011-10-07,Friday,167,-3,clear
2011-10-08,Saturday,121,0.9,cloudy
2011-10-09,Sunday,157,0.2,clear
2011-10-10,Monday,177,0.3,clear
2011-10-11,Tuesday,109,0.3,cloudy
2011-10-12,Wednesday,188,0.1,clear
2011-10-13,Thursday,6,1.3,cloudy
2011-10-14,Friday,107,1.3,cloudy
2011-10-15,Saturday,165,1,clear
2011-10-16,Sunday,158,-1,clear
2011-10-17,Monday,159,-0.1,clear
2011-10-18,Tuesday,156,1,cloudy
2011-10-19,Wednesday,185,-0.4,clear
2011-10-20,Thursday,56,1.8,cloudy
2011-10-21,Friday,152,-0.2,clear
2011-10-22,Saturday,174,0.2,clear
2011-10-23,Sunday,164,0,cloudy
2011-10-24,Monday,101,-0.1,cloudy
2011-10-25,Tuesday,156,-0.9,cloudy
2011-10-26,Wednesday,191,-0.3,clear
2011-10-27,Thursday,162,-0.4,clear
2011-10-28,Friday,177,0.8,clear
2011-10-29,Saturday,166,2.1,clear
2011-10-30,Sunday,172,-0.7,clear
2011-10-31,Monday,145,0.6,clear
2011-11-01,Tuesday,161,-0.1,clear
2011-11-02,Wednesday,106,-0.4,cloudy
2011-11-03,Thursday,170,-1.2,clear
2011-11-04,Friday,162,1.3,clear
2011-11-05,Saturday,197,-1.8,clear
2011-11-06,Sunday,196,0.8,clear
2011-11-07,Monday,61,0.8,cloudy
2011-11-08,Tuesday,15,0.5,cloudy
2011-11-09,Wednesday,27,-0.9,cloudy
2011-11-10,Thursday,17,0.3,cloudy
2011-11-11,Friday,156,0.8,clear
2011-11-12,Saturday,61,-0.2,cloudy
2011-11-13,Sunday,2,0.5,cloudy
2011-11-14,Monday,14,2.5,cloudy
2011-11-15,Tuesday,156,0.2,clear
2011-11-16,Wednesday,178,-0.3,clear
2011-11-17,Thursday,193,0.2,clear
2011-11-18,Friday,184,-0.2,clear
2011-11-19,Saturday,45,-1.7,cloudy
2011-11-20,Sunday,157,-0.9,clear
2011-11-21,Monday,101,0.1,cloudy
2011-11-22,Tuesday,172,-2.2,clear
2011-11-23,Wednesday,161,-0.3,clear
2011-11-24,Thursday,111,-1.5,cloudy
2011-11-25,Friday,121,-0.2,cloudy
2011-11-26,Saturday,173,-0.3,clear
2011-11-27,Sunday,185,-1.3,clear
2011-11-28,Monday,161,0.1,clear
2011-11-29,Tuesday,53,1.2,cloudy
2011-11-30,Wednesday,63,1.2,cloudy
2011-12-01,Thursday,176,0,cloudy
2011-12-02,Friday,124,-0.2,cloudy
2011-12-03,Saturday,150,-0.4,cloudy
2011-12-04,Sunday,190,1.3,clear
2011-12-05,Monday,163,-1.5,clear
2011-12-06,Tuesday,57,0.1,cloudy
2011-12-07,Wednesday,168,1.5,clear
2011-12-08,Thursday,78,0,cloudy
2011-12-09,Friday,71,-0.1,cloudy
2011-12-10,Saturday,146,-0.6,cloudy
2011-12-11,Sunday,171,-0.9,clear
2011-12-12,Monday,164,0,clear
2011-12-13,Tuesday,53,1,cloudy
2011-12-14,Wednesday,174,1.8,clear
2011-12-15,Thursday,20,0.4,cloudy
2011-12-16,Friday,53,-1.1,cloudy
2011-12-17,Saturday,41,-0.4,cloudy
2011-12-18,Sunday,111,-0.9,cloudy
2011-12-19,Monday,34,-0.5,cloudy
2011-12-20,Tuesday,153,0.9,clear
2011-12-21,Wednesday,163,0,clear
2011-12-22,Thursday,193,-0.6,clear
2011-12-23,Friday,43,-0.5,cloudy
2011-12-24,Saturday,183,0.4,clear
2011-12-25,Sunday,174,-0.4,clear
2011-12-26,Monday,167,0.4,clear
2011-12-27,Tuesday,148,1.7,clear
2011-12-28,Wednesday,171,0.5,clear
2011-12-29,Thursday,113,-0.8,cloudy
2011-12-30,Friday,131,-0.9,cloudy
2011-12-31,Saturday,225,-0.9,clear
2012-01-01,Sunday,103,-0.2,cloudy
2012-01-02,Monday,57,-1.4,cloudy
2012-01-03,Tuesday,177,0.4,clear
2012-01-04,Wednesday,158,-0.4,clear
2012-01-05,Thursday,33,-0.2,cloudy
2012-01-06,Friday,160,-0.1,clear
2012-01-07,Saturday,0,-1.7,cloudy
2012-01-08,Sunday,158,-0.8,clear
2012-01-09,Monday,193,0,clear
2012-01-10,Tuesday,153,-0.3,cloudy
2012-01-11,Wednesday,179,-1.9,clear
2012-01-12,Thursday,171,0.5,clear
2012-01-13,Friday,156,0.7,clear
2012-01-14,Saturday,177,0.5,clear
2012-01-15,Sunday,144,-1.1,cloudy
2012-01-16,Monday,32,0.8,cloudy
2012-01-17,Tuesday,215,0,clear
2012-01-18,Wednesday,153,0.6,cloudy
2012-01-19,Thursday,176,0.6,clear
2012-01-20,Friday,131,2.1,cloudy
2012-01-21,Saturday,161,0.3,clear
2012-01-22,Sunday,174,1.3,clear
2012-01-23,Monday,72,1.4,cloudy
2012-01-24,Tuesday,179,0.3,clear
2012-01-25,Wednesday,153,0.4,clear
2012-01-26,Thursday,14,-0.2,cloudy
2012-01-27,Friday,106,-1.9,cloudy
2012-01-28,Saturday,117,-0.1,cloudy
2012-01-29,Sunday,161,0.6,clear
2012-01-30,Monday,90,0.6,cloudy
2012-01-31,Tuesday,55,1.2,cloudy
2012-02-01,Wednesday,159,-0.7,clear
2012-02-02,Thursday,106,0,cloudy
2012-02-03,Friday,172,-0.6,clear
2012-02-04,Saturday,83,-0.7,cloudy
2012-02-05,Sunday,154,-0.2,clear
2012-02-06,Monday,11,-2,cloudy
2012-02-07,Tuesday,168,-0.5,clear
2012-02-08,Wednesday,160,1.5,cloudy
2012-02-09,Thursday,9,-0.3,cloudy
2012-02-10,Friday,130,-0.2,cloudy
2012-02-11,Saturday,211,0.8,clear
2012-02-12,Sunday,30,0.6,cloudy
2012-02-13,Monday,148,-0.8,clear
2012-02-14,Tuesday,106,0.2,cloudy
2012-02-15,Wednesday,161,-0.8,clear
2012-02-16,Thursday,169,1.3,clear
2012-02-17,Friday,137,-1.4,cloudy
2012-02-18,Saturday,171,-2,clear
2012-02-19,Sunday,195,0.8,clear
2012-02-20,Monday,135,0.1,cloudy
2012-02-21,Tuesday,37,0,cloudy
2012-02-22,Wednesday,168,-0.3,clear
2012-02-23,Thursday,36,0.9,cloudy
2012-02-24,Friday,165,1.4,clear
2012-02-25,Saturday,19,0,cloudy
2012-02-26,Sunday,163,-0.3,clear
2012-02-27,Monday,24,-0.9,cloudy
2012-02-28,Tuesday,111,-1.4,cloudy
2012-02-29,Wednesday,159,0.3,clear
2012-03-01,Thursday,177,-1,clear
2012-03-02,Friday,160,-1.2,clear
2012-03-03,Saturday,142,-0.1,cloudy
2012-03-04,Sunday,5,1,cloudy
2012-03-05,Monday,3,0,cloudy
2012-03-06,Tuesday,117,-0.2,cloudy
2012-03-07,Wednesday,150,0.6,cloudy
2012-03-08,Thursday,157,-0.5,clear
2012-03-09,Friday,57,-1.2,cloudy
2012-03-10,Saturday,165,-0.4,clear
2012-03-11,Sunday,168,0.2,clear
2012-03-12,Monday,190,-2.1,clear
2012-03-13,Tuesday,155,-0.3,clear
2012-03-14,Wednesday,10,1.9,cloudy
2012-03-15,Thursday,159,-0.2,clear
2012-03-16,Friday,177,-0.1,clear
2012-03-17,Saturday,183,0.1,clear
2012-03-18,Sunday,171,-1.8,clear
2012-03-19,Monday,171,0.5,clear
2012-03-20,Tuesday,168,-0.8,clear
2012-03-21,Wednesday,141,1.6,cloudy
2012-03-22,Thursday,162,1.4,cloudy
2012-03-23,Friday,166,-0.7,clear
2012-03-24,Saturday,148,-0.6,cloudy
2012-03-25,Sunday,31,-0.4,cloudy
2012-03-26,Monday,130,1.7,cloudy
2012-03-27,Tuesday,105,0.5,cloudy
2012-03-28,Wednesday,137,-1.9,cloudy
2012-03-29,Thursday,30,0,cloudy
2012-03-30,Friday,149,-0.3,clear
2012-03-31,Saturday,169,-0.7,clear
2012-04-01,Sunday,81,-0.5,cloudy
2012-04-02,Monday,185,0.9,clear
2012-04-03,Tuesday,27,-0.1,cloudy
2012-04-04,Wednesday,153,0.4,clear
2012-04-05,Thursday,78,1.2,cloudy
2012-04-06,Friday,97,-0.3,cloudy
2012-04-07,Saturday,163,-1.1,cloudy
2012-04-08,Sunday,179,1.5,clear
2012-04-09,Monday,164,-0.2,clear
2012-04-10,Tuesday,113,0,cloudy
2012-04-11,Wednesday,147,-0.6,clear
2012-04-12,Thursday,183,-1.1,clear
2012-04-13,Friday,165,-1.1,clear
2012-04-14,Saturday,175,2,clear
2012-04-15,Sunday,198,0.6,clear
2012-04-16,Monday,165,1.5,clear
2012-04-17,Tuesday,165,-0.7,clear
2012-04-18,Wednesday,33,0.2,cloudy
2012-04-19,Thursday,162,0.3,clear
2012-04-20,Friday,2,-0.4,cloudy
2012-04-21,Saturday,166,0.6,clear
2012-04-22,Sunday,140,1.4,cloudy
2012-04-23,Monday,160,1.1,clear
2012-04-24,Tuesday,165,-0.1,clear
2012-04-25,Wednesday,191,0.1,clear
2012-04-26,Thursday,156,0.8,clear
2012-04-27,Friday,36,0,cloudy
2012-04-28,Saturday,151,-0.7,clear
2012-04-29,Sunday,155,-0.3,clear
2012-04-30,Monday,170,-1.2,clear
2012-05-01,Tuesday,169,0.3,clear
2012-05-02,Wednesday,158,-1.2,clear
2012-05-03,Thursday,31,-0.6,cloudy
2012-05-04,Friday,2,1.7,cloudy
2012-05-05,Saturday,90,1.5,cloudy
2012-05-06,Sunday,191,-0.8,clear
2012-05-07,Monday,84,0.2,cloudy
2012-05-08,Tuesday,150,0.3,clear
2012-05-09,Wednesday,170,-0.9,clear
2012-05-10,Thursday,134,-0.5,cloudy
2012-05-11,Friday,202,-0.2,clear
2012-05-12,Saturday,94,-1,cloudy
2012-05-13,Sunday,180,-1.2,clear
2012-05-14,Monday,110,0.5,cloudy
2012-05-15,Tuesday,163,0.7,clear
2012-05-16,Wednesday,180,-1,clear
2012-05-17,Thursday,162,-0.4,clear
2012-05-18,Friday,165,-0.6,clear
2012-05-19,Saturday,184,-1.8,clear
2012-05-20,Sunday,139,0.4,cloudy
2012-05-21,Monday,34,0.1,cloudy
2012-05-22,Tuesday,165,-0.6,clear
2012-05-23,Wednesday,153,0.3,clear
2012-05-24,Thursday,158,0.5,clear
2012-05-25,Friday,177,1,clear
2012-05-26,Saturday,155,-0.5,cloudy
2012-05-27,Sunday,178,0.2,clear
2012-05-28,Monday,153,-0.8,clear
2012-05-29,Tuesday,202,-1.4,clear
2012-05-30,Wednesday,65,1.6,cloudy
2012-05-31,Thursday,171,0.4,clear
2012-06-01,Friday,91,0.9,cloudy
2012-06-02,Saturday,171,-0.8,clear
2012-06-03,Sunday,74,-1.7,cloudy
2012-06-04,Monday,192,0.4,cloudy
2012-06-05,Tuesday,157,1.1,clear
2012-06-06,Wednesday,73,-1.3,cloudy
2012-06-07,Thursday,168,1,clear
2012-06-08,Friday,163,1.2,clear
2012-06-09,Saturday,200,-1.3,clear
2012-06-10,Sunday,147,1.9,cloudy
2012-06-11,Monday,153,-1.4,cloudy
2012-06-12,Tuesday,25,-0.1,cloudy
2012-06-13,Wednesday,98,0,cloudy
2012-06-14,Thursday,61,2,cloudy
2012-06-15,Friday,160,-0.5,clear
2012-06-16,Saturday,190,0.4,clear
2012-06-17,Sunday,154,2.4,clear
2012-06-18,Monday,122,-1.9,cloudy
2012-06-19,Tuesday,159,0.2,clear
2012-06-20,Wednesday,182,-0.1,clear
2012-06-21,Thursday,24,0.1,cloudy
2012-06-22,Friday,173,-0.2,clear
2012-06-23,Saturday,158,-0.3,clear
2012-06-24,Sunday,182,0.8,clear
2012-06-25,Monday,164,-1.4,clear
2012-06-26,Tuesday,163,0.5,clear
2012-06-27,Wednesday,139,-1.2,cloudy
2012-06-28,Thursday,175,-0.7,clear
2012-06-29,Friday,165,0.1,clear
2012-06-30,Saturday,132,-0.9,cloudy
2012-07-01,Sunday,121,-0.7,cloudy
2012-07-02,Monday,180,0.3,clear
2012-07-03,Tuesday,167,1.5,clear
2012-07-04,Wednesday,164,0.7,clear
2012-07-05,Thursday,173,0.6,clear
2012-07-06,Friday,184,1,clear
2012-07-07,Saturday,219,1.7,clear
2012-07-08,Sunday,20,-1.5,cloudy
2012-07-09,Monday,171,-0.3,clear
2012-07-10,Tuesday,151,2.7,clear
2012-07-11,Wednesday,162,1.2,clear
2012-07-12,Thursday,150,0.1,clear
2012-07-13,Friday,165,0.6,clear
2012-07-14,Saturday,32,-0.7,cloudy
2012-07-15,Sunday,150,-0.6,cloudy
2012-07-16,Monday,152,-0.1,clear
2012-07-17,Tuesday,78,1.6,cloudy
2012-07-18,Wednesday,37,0.3,cloudy
2012-07-19,Thursday,174,0.8,clear
2012-07-20,Friday,151,-0.8,clear
2012-07-21,Saturday,43,-0.3,cloudy
2012-07-22,Sunday,171,-1.7,clear
2012-07-23,Monday,143,1.2,cloudy
2012-07-24,Tuesday,181,-0.2,clear
2012-07-25,Wednesday,144,-0.3,clear
2012-07-26,Thursday,193,-1.2,clear
2012-07-27,Friday,163,0.1,cloudy
2012-07-28,Saturday,152,1.9,clear
2012-07-29,Sunday,188,1,clear
2012-07-30,Monday,112,-0.7,cloudy
2012-07-31,Tuesday,181,1.6,clear
2012-08-01,Wednesday,147,0.3,clear
2012-08-02,Thursday,50,0.5,cloudy
2012-08-03,Friday,23,0.7,cloudy
2012-08-04,Saturday,76,0.1,cloudy
2012-08-05,Sunday,18,1.2,cloudy
2012-08-06,Monday,68,0.2,cloudy
2012-08-07,Tuesday,121,0.7,cloudy
2012-08-08,Wednesday,166,0.5,clear
2012-08-09,Thursday,164,1.2,clear
2012-08-10,Friday,182,-1,clear
2012-08-11,Saturday,185,-0.9,clear
2012-08-12,Sunday,16,0.2,cloudy
2012-08-13,Monday,178,-1.1,clear
2012-08-14,Tuesday,160,-1.6,clear
2012-08-15,Wednesday,152,0.7,clear
2012-08-16,Thursday,157,0.3,cloudy
2012-08-17,Friday,153,-0.3,clear
2012-08-18,Saturday,116,0,cloudy
2012-08-19,Sunday,177,1.1,clear
2012-08-20,Monday,165,-0.9,clear
2012-08-21,Tuesday,170,0.1,cloudy
2012-08-22,Wednesday,41,-0.9,cloudy
2012-08-23,Thursday,152,0.2,clear
2012-08-24,Friday,197,4.3,clear
2012-08-25,Saturday,140,0.2,cloudy
2012-08-26,Sunday,149,-0.7,cloudy
2012-08-27,Monday,150,-0.9,clear
2012-08-28,Tuesday,188,2.7,clear
2012-08-29,Wednesday,159,-0.4,clear
2012-08-30,Thursday,41,-0.9,cloudy
2012-08-31,Friday,137,-0.8,cloudy
2012-09-01,Saturday,173,-1.2,clear
2012-09-02,Sunday,171,1.1,clear
2012-09-03,Monday,98,1.9,cloudy
2012-09-04,Tuesday,159,1.3,clear
2012-09-05,Wednesday,174,-0.2,clear
2012-09-06,Thursday,68,-0.5,cloudy
2012-09-07,Friday,8,0.1,cloudy
2012-09-08,Saturday,186,-0.1,clear
2012-09-09,Sunday,115,-1.1,cloudy
2012-09-10,Monday,206,0.6,clear
2012-09-11,Tuesday,178,2.2,clear
2012-09-12,Wednesday,162,-0.3,cloudy
2012-09-13,Thursday,174,-2.1,clear
2012-09-14,Friday,98,0,cloudy
2012-09-15,Saturday,180,0.5,clear
2012-09-16,Sunday,169,1.1,clear
2012-09-17,Monday,174,0.7,clear
2012-09-18,Tuesday,173,1.3,clear
2012-09-19,Wednesday,173,0.7,clear
2012-09-20,Thursday,170,0.8,clear
2012-09-21,Friday,162,-0.1,clear
2012-09-22,Saturday,177,-1.1,clear
2012-09-23,Sunday,65,2.6,cloudy
2012-09-24,Monday,167,1.5,clear
2012-09-25,Tuesday,77,-1.5,cloudy
2012-09-26,Wednesday,39,-0.3,cloudy
2012-09-27,Thursday,158,0.7,cloudy
2012-09-28,Friday,200,0.8,clear
2012-09-29,Saturday,155,0.9,clear
2012-09-30,Sunday,180,0.9,cloudy
2012-10-01,Monday,160,-0.9,clear
2012-10-02,Tuesday,155,0.2,clear
2012-10-03,Wednesday,162,-1.3,clear
2012-10-04,Thursday,3,0.1,cloudy
2012-10-05,Friday,164,0.1,clear
2012-10-06,Saturday,66,-0.7,cloudy
2012-10-07,Sunday,168,2.2,clear
2012-10-08,Monday,170,0,clear
2012-10-09,Tuesday,116,-0.6,cloudy
2012-10-10,Wednesday,168,-1,clear
2012-10-11,Thursday,72,1,cloudy
2012-10-12,Friday,82,0.5,cloudy
2012-10-13,Saturday,179,0.1,clear
2012-10-14,Sunday,165,1,clear
2012-10-15,Monday,177,-1.7,clear
2012-10-16,Tuesday,143,0.4,clear
2012-10-17,Wednesday,126,1.5,cloudy
2012-10-18,Thursday,141,-0.5,cloudy
2012-10-19,Friday,108,2.2,cloudy
2012-10-20,Saturday,141,-0.5,cloudy
2012-10-21,Sunday,140,-0.5,cloudy
2012-10-22,Monday,101,2.7,cloudy
2012-10-23,Tuesday,149,0.7,clear
2012-10-24,Wednesday,67,-0.8,cloudy
2012-10-25,Thursday,72,1.4,cloudy
2012-10-26,Friday,171,0.2,clear
2012-10-27,Saturday,159,1.8,clear
2012-10-28,Sunday,155,0.3,clear
2012-10-29,Monday,185,1,clear
2012-10-30,Tuesday,109,-1.7,cloudy
2012-10-31,Wednesday,161,0,clear
2012-11-01,Thursday,121,0,cloudy
2012-11-02,Friday,143,1,clear
2012-11-03,Saturday,168,2.2,clear
2012-11-04,Sunday,62,0.3,cloudy
2012-11-05,Monday,191,1.5,clear
2012-11-06,Tuesday,155,-0.7,clear
2012-11-07,Wednesday,180,0.3,clear
2012-11-08,Thursday,169,0.6,clear
2012-11-09,Friday,182,2.1,clear
2012-11-10,Saturday,168,0.2,clear
2012-11-11,Sunday,165,1.4,clear
2012-11-12,Monday,223,0.1,clear
2012-11-13,Tuesday,166,-0.9,clear
2012-11-14,Wednesday,174,1.7,cloudy
2012-11-15,Thursday,173,-0.3,clear
2012-11-16,Friday,83,0.7,cloudy
2012-11-17,Saturday,163,-1.6,cloudy
2012-11-18,Sunday,149,0.2,clear
2012-11-19,Monday,182,-1,clear
2012-11-20,Tuesday,148,-0.1,cloudy
2012-11-21,Wednesday,108,0.6,cloudy
2012-11-22,Thursday,99,-1.3,cloudy
2012-11-23,Friday,183,-1.7,clear
2012-11-24,Saturday,162,1.1,clear
2012-11-25,Sunday,80,0.6,cloudy
2012-11-26,Monday,174,0.7,clear
2012-11-27,Tuesday,210,-1.4,cloudy
2012-11-28,Wednesday,153,-2.1,clear
2012-11-29,Thursday,181,0.3,clear
2012-11-30,Friday,140,-0.6,cloudy
2012-12-01,Saturday,168,0.1,clear
2012-12-02,Sunday,189,-0.4,clear
2012-12-03,Monday,187,1.3,clear
2012-12-04,Tuesday,159,-0.6,clear
2012-12-05,Wednesday,167,-1.3,clear
2012-12-06,Thursday,191,-0.1,clear
2012-12-07,Friday,161,-0.7,clear
2012-12-08,Saturday,160,-0.1,clear
2012-12-09,Sunday,17,0.3,cloudy
2012-12-10,Monday,61,0.1,cloudy
2012-12-11,Tuesday,35,0.3,cloudy
2012-12-12,Wednesday,158,0.2,clear
2012-12-13,Thursday,61,-0.7,cloudy
2012-12-14,Friday,47,0.9,cloudy
2012-12-15,Saturday,174,-1.1,clear
2012-12-16,Sunday,158,-1.3,cloudy
2012-12-17,Monday,172,-0.3,clear
2012-12-18,Tuesday,160,0.2,clear
2012-12-19,Wednesday,168,0.7,clear
2012-12-20,Thursday,98,1.5,cloudy
2012-12-21,Friday,168,-0.4,clear
2012-12-22,Saturday,173,-0.1,clear
2012-12-23,Sunday,164,0.3,clear
2012-12-24,Monday,188,0.3,clear
2012-12-25,Tuesday,95,-0.1,cloudy
2012-12-26,Wednesday,62,0,cloudy
2012-12-27,Thursday,114,0.6,cloudy
2012-12-28,Friday,211,1.4,clear
2012-12-29,Saturday,166,-0.7,clear
2012-12-30,Sunday,100,0.2,cloudy
2012-12-31,Monday,150,2,clear
2013-01-01,Tuesday,54,0.2,cloudy
2013-01-02,Wednesday,156,3.1,clear
2013-01-03,Thursday,92,-1.2,cloudy
2013-01-04,Friday,125,1.1,cloudy
2013-01-05,Saturday,152,0.5,clear
2013-01-06,Sunday,156,0.2,clear
2013-01-07,Monday,70,1.3,cloudy
2013-01-08,Tuesday,111,0,cloudy
2013-01-09,Wednesday,57,-0.9,cloudy
2013-01-10,Thursday,33,-0.3,cloudy
2013-01-11,Friday,153,0.5,clear
2013-01-12,Saturday,156,0.1,clear
2013-01-13,Sunday,91,-1.4,cloudy
2013-01-14,Monday,165,-1,clear
2013-01-15,Tuesday,142,0.8,cloudy
2013-01-16,Wednesday,146,-2.3,clear
2013-01-17,Thursday,159,0.4,clear
2013-01-18,Friday,170,-0.1,clear
2013-01-19,Saturday,95,-1.6,cloudy
2013-01-20,Sunday,160,-0.9,clear
2013-01-21,Monday,158,0.2,clear
2013-01-22,Tuesday,110,-0.5,cloudy
2013-01-23,Wednesday,28,0.2,cloudy
2013-01-24,Thursday,163,-0.6,clear
2013-01-25,Friday,148,0.3,clear
2013-01-26,Saturday,174,1.4,clear
2013-01-27,Sunday,169,-0.1,clear
2013-01-28,Monday,56,-0.1,cloudy
2013-01-29,Tuesday,153,0.8,clear
2013-01-30,Wednesday,61,-0.8,cloudy
2013-01-31,Thursday,97,-0.1,cloudy
2013-02-01,Friday,91,-1.2,cloudy
2013-02-02,Saturday,199,-1.2,clear
2013-02-03,Sunday,172,-0.6,clear
2013-02-04,Monday,174,-1.7,clear
2013-02-05,Tuesday,144,1.7,clear
2013-02-06,Wednesday,156,-0.9,clear
2013-02-07,Thursday,55,0.4,cloudy
2013-02-08,Friday,80,-1,cloudy
2013-02-09,Saturday,171,-1.2,clear
2013-02-10,Sunday,169,0.2,clear
2013-02-11,Monday,150,2.1,cloudy
2013-02-12,Tuesday,87,1,cloudy
2013-02-13,Wednesday,163,-0.3,clear
2013-02-14,Thursday,75,-0.3,cloudy
2013-02-15,Friday,33,0.2,cloudy
2013-02-16,Saturday,127,0,cloudy
2013-02-17,Sunday,9,-0.2,cloudy
2013-02-18,Monday,49,-0.6,cloudy
2013-02-19,Tuesday,7,-0.8,cloudy
2013-02-20,Wednesday,3,1.5,cloudy
2013-02-21,Thursday,154,0.4,clear
2013-02-22,Friday,126,-2.1,cloudy
2013-02-23,Saturday,161,0.5,clear
2013-02-24,Sunday,89,1.2,cloudy
2013-02-25,Monday,193,-1.8,clear
2013-02-26,Tuesday,147,-0.4,clear
2013-02-27,Wednesday,6,-1,cloudy
2013-02-28,Thursday,103,-0.8,cloudy
2013-03-01,Friday,182,0.4,clear
2013-03-02,Saturday,181,0.9,clear
2013-03-03,Sunday,173,1.3,clear
2013-03-04,Monday,185,0.1,clear
2013-03-05,Tuesday,151,2,clear
2013-03-06,Wednesday,160,2.3,clear
2013-03-07,Thursday,106,1.1,cloudy
2013-03-08,Friday,163,-0.9,clear
2013-03-09,Saturday,185,0.6,clear
2013-03-10,Sunday,44,0.3,cloudy
2013-03-11,Monday,151,-0.2,clear
2013-03-12,Tuesday,156,1.9,clear
2013-03-13,Wednesday,162,1.5,clear
2013-03-14,Thursday,161,-0.3,clear
2013-03-15,Friday,156,-0.3,clear
2013-03-16,Saturday,211,-0.7,clear
2013-03-17,Sunday,153,0.6,clear
2013-03-18,Monday,165,0.3,clear
2013-03-19,Tuesday,21,-0.1,cloudy
2013-03-20,Wednesday,11,-0.9,cloudy
2013-03-21,Thursday,104,0.5,cloudy
2013-03-22,Friday,83,1,cloudy
2013-03-23,Saturday,172,-1.7,clear
2013-03-24,Sunday,145,1.5,cloudy
2013-03-25,Monday,108,0.9,cloudy
2013-03-26,Tuesday,40,1,cloudy
2013-03-27,Wednesday,29,0.9,cloudy
2013-03-28,Thursday,76,-1.4,cloudy
2013-03-29,Friday,157,-1.1,clear
2013-03-30,Saturday,146,-3.2,clear
2013-03-31,Sunday,167,-1.1,clear
2013-04-01,Monday,153,-0.2,clear
2013-04-02,Tuesday,152,1.1,clear
2013-04-03,Wednesday,64,0.9,cloudy
2013-04-04,Thursday,147,-0.1,clear
2013-04-05,Friday,162,1.3,clear
2013-04-06,Saturday,166,0.2,clear
2013-04-07,Sunday,152,-0.9,clear
2013-04-08,Monday,92,0.1,cloudy
2013-04-09,Tuesday,147,-0.1,clear
2013-04-10,Wednesday,159,1.4,clear
2013-04-11,Thursday,67,-0.6,cloudy
2013-04-12,Friday,159,2.2,clear
2013-04-13,Saturday,167,-0.2,clear
2013-04-14,Sunday,45,1.4,cloudy
2013-04-15,Monday,125,0,cloudy
2013-04-16,Tuesday,97,0,cloudy
2013-04-17,Wednesday,195,-2,clear
2013-04-18,Thursday,154,0.1,clear
2013-04-19,Friday,175,0,clear
2013-04-20,Saturday,55,0.6,cloudy
2013-04-21,Sunday,85,-0.1,cloudy
2013-04-22,Monday,18,-1.7,cloudy
2013-04-23,Tuesday,23,-0.9,cloudy
2013-04-24,Wednesday,161,-0.2,clear
2013-04-25,Thursday,136,-0.9,clear
2013-04-26,Friday,152,1.2,clear
2013-04-27,Saturday,26,-0.4,cloudy
2013-04-28,Sunday,176,0.5,clear
2013-04-29,Monday,108,-0.6,cloudy
2013-04-30,Tuesday,71,1.8,cloudy
2013-05-01,Wednesday,152,0.1,clear
2013-05-02,Thursday,141,-0.4,clear
2013-05-03,Friday,190,-1.2,clear
2013-05-04,Saturday,44,0,cloudy
2013-05-05,Sunday,119,-1.3,cloudy
2013-05-06,Monday,192,-1.6,clear
2013-05-07,Tuesday,154,-0.2,clear
2013-05-08,Wednesday,138,0.2,cloudy
2013-05-09,Thursday,26,1.9,cloudy
2013-05-10,Friday,26,0.4,cloudy
2013-05-11,Saturday,82,0.5,cloudy
2013-05-12,Sunday,168,-0.4,clear
2013-05-13,Monday,103,0.7,cloudy
2013-05-14,Tuesday,160,3.2,clear
2013-05-15,Wednesday,64,1.8,cloudy
2013-05-16,Thursday,154,0.1,clear
2013-05-17,Friday,123,0.3,cloudy
2013-05-18,Saturday,13,0.3,cloudy
2013-05-19,Sunday,149,0.5,clear
2013-05-20,Monday,147,-0.5,clear
2013-05-21,Tuesday,0,2,cloudy
2013-05-22,Wednesday,145,0.4,clear
2013-05-23,Thursday,156,-2.3,cloudy
2013-05-24,Friday,162,1.9,clear
2013-05-25,Saturday,190,0.4,clear
2013-05-26,Sunday,158,0.3,clear
2013-05-27,Monday,104,-0.3,cloudy
2013-05-28,Tuesday,46,0.1,cloudy
2013-05-29,Wednesday,65,1.4,cloudy
2013-05-30,Thursday,166,-0.7,clear
2013-05-31,Friday,154,0.3,clear
2013-06-01,Saturday,186,0.4,cloudy
2013-06-02,Sunday,103,-0.4,cloudy
2013-06-03,Monday,161,0.4,clear
2013-06-04,Tuesday,195,-1.3,clear
2013-06-05,Wednesday,112,0.6,cloudy
2013-06-06,Thursday,166,0.2,clear
2013-06-07,Friday,106,-1,cloudy
2013-06-08,Saturday,91,0.6,cloudy
2013-06-09,Sunday,171,0.6,clear
2013-06-10,Monday,154,1.5,clear
2013-06-11,Tuesday,70,0.2,cloudy
2013-06-12,Wednesday,70,-0.9,cloudy
2013-06-13,Thursday,178,-0.7,clear
2013-06-14,Friday,142,0.4,clear
2013-06-15,Saturday,13,1,cloudy
2013-06-16,Sunday,161,-1.2,clear
